Date of Sale,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sales Value,Cost of Goods Sold (COGS),Gross Profit,Sales Channel,Customer ID,Customer Name,Customer City,Customer State,Customer Country,Payment Method,Discount Applied,Tax Amount,Shipping Cost,Return Status,Sales Representative ID,Sales Representative Name,Region,Quarter,Notes/Comments
2024-08-22,P8053,Board Game,Toys,7,483.21,3382.47,1569.02,1813.45,Online,C35160,Tyler Fitzpatrick,Bakerton,California,Nepal,Credit Card,507.37,338.25,16.95,Not Returned,S267,Amanda Cooper,South,Q3,Tv sure statement number PM main but.
2024-12-14,P8014,Smartphone,Electronics,4,533.06,2132.24,871.22,1261.02,Retail,C31047,Amber Price,Maxwellmouth,Florida,Greenland,Credit Card,319.84,213.22,17.24,Not Returned,S330,Nicholas Davis,West,Q4,Human bit finish center hope executive.
2024-01-31,P4262,Smartphone,Electronics,9,114.21,1027.89,809.86,218.03,Wholesale,C21185,Heather Martin,North Jamesland,Massachusetts,Tonga,Bank Transfer,0.0,102.79,0.19,Not Returned,S360,Richard Jackson,West,Q1,Data miss lawyer machine candidate loss safe growth.
2024-10-24,P6065,Non-fiction,Books,5,840.04,4200.2,2628.6,1571.6,Online,C52218,Megan Hines,East Frankmouth,Missouri,Luxembourg,PayPal,210.01,420.02,18.73,Not Returned,S270,Joseph Johnson,East,Q4,Century energy reduce old with left.
2024-12-07,P3077,Jeans,Clothing,10,918.37,9183.7,5416.24,3767.46,Online,C87223,Linda Bell,New Danielle,Montana,Gibraltar,Credit Card,0.0,918.37,5.63,Not Returned,S538,Joseph Lawson,North,Q4,Board stuff factor kind probably sound policy.
2024-03-17,P2254,Jacket,Clothing,4,29.5,118.0,68.44,49.56,Retail,C97263,Brian Ponce,Washingtonburgh,Wisconsin,Croatia,PayPal,5.9,11.8,5.49,Not Returned,S831,Michele Petty,East,Q1,Give size offer consumer positive kind development impact.
2024-09-08,P1287,Board Game,Toys,1,849.73,849.73,541.35,308.38,Retail,C67628,Catherine Williams,Kellyville,Alaska,Liechtenstein,Credit Card,127.46,84.97,10.07,Not Returned,S142,Andrew Robbins,South,Q3,Amount national war sense often from reach.
2024-06-10,P1542,Comics,Books,7,373.11,2611.77,1261.91,1349.86,Online,C51402,Joshua Howell,North Jeremyborough,Louisiana,Norway,Credit Card,0.0,261.18,0.99,Not Returned,S462,Emily Rios,North,Q2,Myself direction message age.
2024-10-01,P4269,Board Game,Toys,3,443.99,1331.97,777.08,554.89,Wholesale,C22280,Christopher Morales,East Elizabethstad,Wisconsin,Nauru,Bank Transfer,66.6,133.2,13.85,Not Returned,S953,Mrs. Janet Barnett,South,Q4,Production maintain food sure vote economic.
2024-02-07,P5975,Toaster,Home & Kitchen,4,141.85,567.4,251.6,315.8,Online,C93783,Fernando Galloway,Newtonmouth,Massachusetts,Tanzania,Credit Card,56.74,56.74,5.06,Returned,S209,Robin Thomas,South,Q1,Prepare fight crime water.
2024-10-05,P3206,Board Game,Toys,2,120.25,240.5,115.53,124.97,Wholesale,C76201,Jessica Torres,Port Rhondatown,Arkansas,Nepal,Credit Card,12.03,24.05,2.63,Not Returned,S994,Kayla Cox,West,Q4,Skill middle theory ok exactly wish.
2024-02-22,P9922,Toaster,Home & Kitchen,3,11.35,34.05,22.4,11.65,Wholesale,C89896,Benjamin Kemp,Nancyshire,Washington,Ethiopia,Credit Card,1.7,3.4,13.93,Not Returned,S836,Haley Garrett,South,Q1,Order join future second reach.
2024-04-14,P9186,Microwave,Home & Kitchen,1,777.24,777.24,613.66,163.58,Wholesale,C70817,Bruce Smith,Erikastad,California,Liechtenstein,Credit Card,77.72,77.72,4.03,Not Returned,S129,Stacy Foster,East,Q2,Big person conference type start if.
2024-09-08,P6035,Smartwatch,Electronics,10,541.85,5418.5,2655.62,2762.88,Online,C72316,Amy Lynch,Haroldmouth,Maine,New Zealand,Credit Card,270.93,541.85,8.92,Not Returned,S397,Dr. Richard Delgado,North,Q3,Watch management reduce skill environmental create.
2024-12-26,P5426,Comics,Books,2,25.14,50.28,20.61,29.67,Retail,C16163,Leonard Rice,East Tonyafurt,Maryland,Chile,Credit Card,0.0,5.03,1.09,Not Returned,S847,Richard Mendez,North,Q4,Pattern concern toward fast spring produce.
2024-02-02,P1565,Laptop,Electronics,6,340.32,2041.92,1494.7,547.22,Wholesale,C70750,Lawrence Bennett,Ballville,Missouri,Vietnam,Credit Card,306.29,204.19,14.57,Not Returned,S975,Michael Clark,North,Q1,Meet news economic make require score.
2024-05-02,P6264,Vacuum Cleaner,Home & Kitchen,3,425.44,1276.32,712.2,564.12,Online,C45133,Pamela Anderson,Kendramouth,Florida,Slovakia (Slovak Republic),Bank Transfer,63.82,127.63,16.9,Not Returned,S112,Mrs. Laura Johnston DDS,West,Q2,Heart that American life.
2024-05-11,P1653,T-Shirt,Clothing,10,185.96,1859.6,1080.51,779.09,Wholesale,C29535,Sarah Morse,Boydchester,New Mexico,Samoa,Credit Card,185.96,185.96,5.94,Not Returned,S813,Albert Carter,North,Q2,Yet occur lot hit forward glass speak.
2024-09-19,P5391,Action Figure,Toys,5,43.22,216.1,118.06,98.04,Retail,C84097,Kenneth Thomas,West Christopher,Florida,El Salvador,PayPal,10.8,21.61,14.02,Not Returned,S932,Ian Hunt,East,Q3,Until American need outside who respond plant.
2024-05-20,P2835,Doll,Toys,2,422.83,845.66,668.49,177.17,Online,C99738,Steven Garza,Lake Daniellemouth,Connecticut,Norway,Bank Transfer,42.28,84.57,5.48,Not Returned,S636,Joshua Williams,West,Q2,Require explain call newspaper get newspaper.
2024-11-26,P4447,Doll,Toys,9,450.13,4051.17,2174.77,1876.4,Wholesale,C38432,Chelsea Potter,Nicholsonburgh,Nevada,Sao Tome and Principe,Bank Transfer,607.68,405.12,6.2,Not Returned,S207,Denise Richard,North,Q4,Later everybody think.
2024-01-17,P7925,Laptop,Electronics,6,507.43,3044.58,1328.73,1715.85,Retail,C74945,Philip Wiley,East Cathyberg,Colorado,Cook Islands,PayPal,0.0,304.46,6.19,Not Returned,S986,Maria Bullock,West,Q1,Blue politics firm phone conference someone.
2024-07-08,P3084,Biography,Books,9,234.24,2108.16,1379.57,728.59,Retail,C84271,Kelly Morrison,Cunninghambury,North Carolina,Saint Barthelemy,Credit Card,105.41,210.82,19.29,Not Returned,S135,Devin Reyes,East,Q3,Not prepare important ball.
2024-02-26,P7820,Board Game,Toys,6,151.14,906.84,501.95,404.89,Online,C64362,Kimberly Brown,West Ianville,Kansas,Guinea-Bissau,Credit Card,45.34,90.68,0.76,Not Returned,S773,Tiffany Goodwin,West,Q1,Wait occur first test senior area third.
2024-02-28,P3128,Vacuum Cleaner,Home & Kitchen,5,45.78,228.9,109.45,119.45,Retail,C44258,Kathryn Fuller,Jimenezstad,South Dakota,Aruba,Credit Card,0.0,22.89,9.18,Not Returned,S598,Joan Daniels,East,Q1,Including all TV imagine.
2024-04-02,P1055,Blender,Home & Kitchen,4,228.68,914.72,562.78,351.94,Online,C58892,John Marshall,Beverlytown,Utah,Montserrat,PayPal,45.74,91.47,6.2,Not Returned,S626,Robert Jones,North,Q2,Parent indicate kid this.
2024-12-11,P5741,Board Game,Toys,7,276.69,1936.83,1259.99,676.84,Online,C86767,Wanda Powers,North Trevorton,Alaska,Uganda,Credit Card,96.84,193.68,17.77,Returned,S840,Matthew Williams,South,Q4,Care its someone point daughter nice resource.
2024-10-28,P3824,Comics,Books,3,588.26,1764.78,1369.28,395.5,Wholesale,C75124,Austin Moore,East Richardside,Texas,Slovenia,Bank Transfer,176.48,176.48,17.23,Not Returned,S794,Karen Weber,East,Q4,Mission even against talk relate theory magazine.
2024-03-02,P3514,Jeans,Clothing,3,286.89,860.67,508.49,352.18,Retail,C48669,Cory Johnson,Boonefurt,Idaho,Hungary,Credit Card,86.07,86.07,4.13,Not Returned,S905,Monica Singh,South,Q1,Computer trial necessary treat model.
2024-09-19,P7376,Shoes,Clothing,5,991.42,4957.1,2673.29,2283.81,Retail,C70602,Richard Roberson,West Saratown,Wyoming,Mauritania,Bank Transfer,247.86,495.71,13.99,Not Returned,S518,Dr. Keith Walters,South,Q3,Space live measure agree guy star.
2024-11-10,P9553,Headphones,Electronics,1,661.5,661.5,417.17,244.33,Online,C64071,Shawn Jordan,Juantown,Kansas,Burkina Faso,Bank Transfer,33.08,66.15,0.56,Not Returned,S280,Christine Dickson,North,Q4,Today matter partner necessary that adult reveal.
2024-01-17,P1366,Vacuum Cleaner,Home & Kitchen,5,848.85,4244.25,1871.91,2372.34,Retail,C53347,Ryan Johnston,East Roger,Texas,Pakistan,Credit Card,212.21,424.43,3.28,Not Returned,S943,Elizabeth Petersen,West,Q1,Else pass tonight stuff learn.
2024-06-09,P2597,Action Figure,Toys,5,458.1,2290.5,1689.86,600.64,Online,C49806,Michael Perez,Clarkton,North Carolina,Slovakia (Slovak Republic),Bank Transfer,114.53,229.05,13.06,Not Returned,S795,Donald Ward,West,Q2,Trip song sure seat model.
2024-10-20,P6951,Blender,Home & Kitchen,8,24.39,195.12,89.54,105.58,Wholesale,C43551,Katherine Ryan,North Michael,Nebraska,Kazakhstan,PayPal,9.76,19.51,16.06,Not Returned,S457,Jessica Stein,East,Q4,Evidence fact purpose officer about.
2024-12-15,P4847,Non-fiction,Books,10,54.96,549.6,405.63,143.97,Wholesale,C35547,Holly Martinez,Nicolefort,New Mexico,Romania,Bank Transfer,82.44,54.96,16.73,Not Returned,S580,Robert Moore,West,Q4,Opportunity style yes cause trade town.
2024-04-14,P5949,Doll,Toys,4,129.71,518.84,358.58,160.26,Retail,C91410,John Sharp,West Bryan,Georgia,Spain,Bank Transfer,51.88,51.88,6.32,Not Returned,S254,Harold Conway,South,Q2,Work low plan education which important visit.
2024-09-10,P1962,Non-fiction,Books,8,193.71,1549.68,1082.84,466.84,Online,C13406,Benjamin Decker,Lake Emily,Alaska,Taiwan,Credit Card,77.48,154.97,3.94,Returned,S457,Jonathan Ibarra,West,Q3,Question week along change determine send task.
2024-06-07,P6292,Vacuum Cleaner,Home & Kitchen,2,309.52,619.04,347.89,271.15,Online,C74224,Joshua Cantu,Elizabethstad,Arizona,Cuba,Bank Transfer,61.9,61.9,11.78,Not Returned,S196,Benjamin Gonzalez,North,Q2,Final develop turn machine condition.
2024-12-17,P9728,Laptop,Electronics,10,373.26,3732.6,2819.46,913.14,Online,C20374,Taylor Maddox,North Marymouth,Massachusetts,United States Virgin Islands,Bank Transfer,0.0,373.26,13.17,Not Returned,S397,Amber Browning,East,Q4,Us nearly drop.
2024-09-01,P5475,Laptop,Electronics,6,419.59,2517.54,1875.16,642.38,Online,C20780,Kristen Tran,North Jeffrey,Alabama,Brunei Darussalam,Credit Card,0.0,251.75,6.26,Not Returned,S237,Nicole Santana,North,Q3,Three throughout believe project resource floor mouth.
2024-06-03,P4653,Comics,Books,9,801.42,7212.78,5467.71,1745.07,Online,C37131,Jill Hudson,North Joseph,Missouri,Liberia,Credit Card,1081.92,721.28,17.63,Not Returned,S936,Christopher Dodson,South,Q2,Ten page accept spring different.
2024-02-11,P6372,Toaster,Home & Kitchen,6,300.12,1800.72,1356.11,444.61,Retail,C94868,Brandon Sanders,South Alejandrostad,New Hampshire,Palestinian Territory,Credit Card,0.0,180.07,15.9,Not Returned,S762,Donald Rhodes II,West,Q1,Subject effect message west take black impact help.
2024-03-15,P3161,Blender,Home & Kitchen,4,533.56,2134.24,1266.39,867.85,Wholesale,C16065,Tonya Ingram,Melissachester,New Hampshire,Kiribati,PayPal,320.14,213.42,10.78,Not Returned,S976,Michael Butler,West,Q1,Too trip then music.
2024-02-13,P8493,Non-fiction,Books,7,551.63,3861.41,2049.95,1811.46,Online,C15773,Lisa Barnes,West Isaachaven,Virginia,French Southern Territories,Credit Card,386.14,386.14,12.24,Not Returned,S324,Robert Morris,South,Q1,Air easy dark.
2024-11-24,P9240,Biography,Books,3,953.22,2859.66,1906.49,953.17,Wholesale,C41638,Andrew Lucas,West Andrea,Louisiana,Italy,Credit Card,0.0,285.97,4.77,Not Returned,S165,Melissa Snyder,North,Q4,Think own grow computer.
2024-04-08,P4559,Jeans,Clothing,6,412.91,2477.46,1894.78,582.68,Online,C58390,Adam Adams,Lake Philip,New Mexico,Monaco,Bank Transfer,0.0,247.75,6.3,Not Returned,S225,Christina Richardson,East,Q2,Gun national minute trial water exist page school.
2024-01-27,P5817,Smartphone,Electronics,5,713.75,3568.75,2572.28,996.47,Online,C24104,Paul Price,Cooleyton,Missouri,Montenegro,PayPal,356.88,356.88,5.69,Not Returned,S536,Mary Shelton,South,Q1,Market east movie present people remember.
2024-11-28,P3009,T-Shirt,Clothing,7,167.44,1172.08,745.38,426.7,Wholesale,C69477,Thomas Crawford,Justinland,Alaska,Tonga,Bank Transfer,58.6,117.21,15.26,Not Returned,S196,Samuel Garcia,North,Q4,Teach with food clearly society should think.
2024-09-03,P6378,Jeans,Clothing,10,60.45,604.5,363.74,240.76,Retail,C26832,Rita Davis,Port Lisafurt,New York,Hungary,PayPal,60.45,60.45,8.51,Not Returned,S501,Jon Johnson,North,Q3,Finally raise staff why college.
2024-05-25,P7808,Comics,Books,10,324.37,3243.7,2211.84,1031.86,Online,C12243,Elizabeth Garcia,Boydstad,Colorado,Saint Helena,PayPal,162.19,324.37,2.45,Returned,S356,Deborah Clark,South,Q2,Quality get able where really successful.
2024-03-02,P4122,Non-fiction,Books,9,302.35,2721.15,1409.21,1311.94,Retail,C72683,Ryan Carter,New Johnnyton,Kentucky,Suriname,Bank Transfer,408.17,272.12,4.27,Not Returned,S104,Meredith Johnston,South,Q1,Movement hear decide support attorney.
2024-07-06,P4561,Jacket,Clothing,1,561.83,561.83,424.2,137.63,Wholesale,C54465,Richard Gordon,South Jasonmouth,West Virginia,Cayman Islands,Credit Card,28.09,56.18,5.86,Not Returned,S438,Melissa Evans,North,Q3,Successful animal no take many water.
2024-03-07,P2820,Smartphone,Electronics,1,127.89,127.89,70.45,57.44,Wholesale,C49986,Nancy Stevens,Smithville,Kentucky,Croatia,Credit Card,19.18,12.79,2.05,Not Returned,S723,Jasmine Hardin,North,Q1,Beyond view to whose.
2024-04-29,P8169,T-Shirt,Clothing,5,872.46,4362.3,3281.62,1080.68,Wholesale,C33746,Theresa Smith,Lindabury,Oregon,Tonga,Bank Transfer,654.35,436.23,18.06,Not Returned,S222,Sean Taylor,South,Q2,Reality land happen whose.
2024-08-30,P1554,T-Shirt,Clothing,5,225.08,1125.4,567.1,558.3,Retail,C73615,Mrs. Michelle Adams,Port Dianachester,Massachusetts,Saint Barthelemy,Credit Card,112.54,112.54,17.68,Not Returned,S547,William Valentine,West,Q3,Share toward thousand couple image understand others.
2024-06-03,P9900,Action Figure,Toys,7,114.82,803.74,447.54,356.2,Online,C57699,David Carter,Robertston,South Dakota,Bahamas,Bank Transfer,40.19,80.37,17.61,Not Returned,S120,Douglas Velazquez,North,Q2,Sometimes bill both.
2024-01-11,P4291,Board Game,Toys,4,336.14,1344.56,596.44,748.12,Wholesale,C74409,Andrew Rivers,South Cody,Colorado,Montenegro,PayPal,134.46,134.46,5.46,Not Returned,S385,Jason Wright,West,Q1,Authority probably design.
2024-10-23,P1272,Jeans,Clothing,2,181.22,362.44,191.01,171.43,Wholesale,C57726,Rachel Mckee,Amberstad,Washington,Papua New Guinea,Bank Transfer,54.37,36.24,16.72,Not Returned,S307,Alexandra Price,West,Q4,Low view statement account soon I within candidate.
2024-02-01,P8505,Toaster,Home & Kitchen,10,604.25,6042.5,3795.3,2247.2,Wholesale,C87165,Katherine Adams,South Lisaborough,Alaska,Israel,Credit Card,302.12,604.25,5.73,Not Returned,S665,Brian Allen,West,Q1,Treat push first crime onto star.
2024-05-11,P6095,T-Shirt,Clothing,7,310.58,2174.06,1247.39,926.67,Online,C75244,Randy Bond,Lake Karen,Alabama,South Georgia and the South Sandwich Islands,Credit Card,217.41,217.41,15.84,Returned,S721,Eric Morris,East,Q2,From opportunity wife travel well give easy.
2024-02-19,P7262,Board Game,Toys,6,726.3,4357.8,3010.13,1347.67,Retail,C37555,Christina Tanner,Zacharyville,Mississippi,Togo,PayPal,0.0,435.78,1.17,Not Returned,S817,Mark Johnson,West,Q1,Career whatever ten far available.
2024-02-26,P4598,Board Game,Toys,6,340.76,2044.56,1397.38,647.18,Retail,C29253,Charles Matthews,New Johnton,Florida,Moldova,PayPal,204.46,204.46,1.68,Not Returned,S921,Melissa Davis,East,Q1,Sense stock story glass.
2024-11-22,P7760,Microwave,Home & Kitchen,10,402.17,4021.7,2588.35,1433.35,Online,C45271,John Reeves,Lake Michelle,Wisconsin,Afghanistan,PayPal,201.09,402.17,15.95,Not Returned,S382,Gregory Reyes,North,Q4,Effort actually skin enter fight worry.
2024-01-05,P6463,Jacket,Clothing,2,949.69,1899.38,1102.61,796.77,Online,C45847,Frederick Hoffman,South Matthewland,Iowa,Papua New Guinea,Credit Card,284.91,189.94,4.33,Not Returned,S208,Caitlin Hill,East,Q1,Successful film product.
2024-09-08,P7891,Board Game,Toys,6,941.15,5646.9,3485.77,2161.13,Online,C25388,Jason Wong,New Mariamouth,Minnesota,Gabon,Credit Card,847.03,564.69,5.44,Not Returned,S706,Ashley Wallace,East,Q3,Today yet bit knowledge coach owner.
2024-09-24,P7795,Shoes,Clothing,4,380.16,1520.64,1166.73,353.91,Retail,C32907,Cheryl Martin,East Pamelastad,Maryland,Somalia,PayPal,76.03,152.06,1.97,Not Returned,S509,Joe Buck,East,Q3,Among everyone involve never only example international cover.
2024-08-26,P4988,Smartphone,Electronics,3,463.0,1389.0,878.94,510.06,Retail,C14713,Cynthia Lucas,North Tina,Colorado,Namibia,Credit Card,0.0,138.9,13.91,Not Returned,S392,Tiffany Baker,East,Q3,Oil professor help business.
2024-12-25,P1243,Microwave,Home & Kitchen,10,303.76,3037.6,1246.81,1790.79,Retail,C25771,Derrick Roman,Tylerborough,Maine,Guinea,PayPal,455.64,303.76,15.35,Returned,S788,Chris Delgado,West,Q4,Management continue force rather choice.
2024-04-25,P8833,Microwave,Home & Kitchen,8,95.26,762.08,569.59,192.49,Retail,C64281,Angela Kim,South Sarah,Kansas,Kiribati,Bank Transfer,76.21,76.21,9.93,Not Returned,S681,Amy Richardson,East,Q2,Everyone official up material country continue.
2024-02-12,P2244,Smartphone,Electronics,4,690.81,2763.24,1592.99,1170.25,Wholesale,C70994,Caleb Watkins,Lake Ericmouth,Maryland,Malta,Bank Transfer,0.0,276.32,18.51,Not Returned,S884,Ashley Stephens,West,Q1,Including control reason amount figure customer.
2024-10-14,P6497,Microwave,Home & Kitchen,3,250.86,752.58,419.05,333.53,Online,C57910,Jessica Stone,New Sheritown,Indiana,Colombia,Credit Card,112.89,75.26,1.94,Not Returned,S440,Tina Johnson,North,Q4,Seem kind leave five share mission rock.
2024-12-19,P6110,Headphones,Electronics,5,918.7,4593.5,2912.83,1680.67,Online,C61478,Brandon Brown,Port Jennifer,Colorado,Belize,PayPal,0.0,459.35,5.39,Not Returned,S509,Bradley Neal,North,Q4,Country wish want amount maybe figure.
2024-06-01,P5728,Toaster,Home & Kitchen,5,88.89,444.45,301.69,142.76,Retail,C72118,Melissa Shah,Port Garyview,Massachusetts,Iraq,Credit Card,22.22,44.45,16.15,Not Returned,S443,Jennifer Perez,West,Q2,Lot player follow air senior challenge.
2024-03-14,P2686,Blender,Home & Kitchen,2,851.46,1702.92,1000.38,702.54,Retail,C28369,Steven Chandler,Durhamville,Nebraska,Syrian Arab Republic,PayPal,170.29,170.29,15.34,Not Returned,S531,Jason Gutierrez,East,Q1,Deep accept old.
2024-10-22,P4902,Doll,Toys,3,670.26,2010.78,1034.92,975.86,Online,C83852,Mackenzie Moyer PhD,South George,Nevada,Tuvalu,Credit Card,100.54,201.08,5.02,Not Returned,S388,Miss Kendra Williams MD,East,Q4,Page card evidence.
2024-02-24,P1070,Blender,Home & Kitchen,4,995.51,3982.04,2511.51,1470.53,Retail,C79458,Valerie Gonzalez,North Kevinside,North Dakota,Paraguay,Credit Card,398.2,398.2,12.05,Not Returned,S223,Gabriel Esparza,South,Q1,Truth follow particular author.
2024-05-11,P6141,Jeans,Clothing,3,829.29,2487.87,1907.32,580.55,Online,C35616,Mr. Timothy Marquez,Elliottmouth,Kansas,Slovakia (Slovak Republic),Credit Card,0.0,248.79,17.69,Not Returned,S413,Renee Stephens,South,Q2,Answer positive although international trouble us lose.
2024-09-15,P3618,Toaster,Home & Kitchen,4,899.89,3599.56,2163.31,1436.25,Wholesale,C82813,Aaron Vega,Port Troy,Colorado,Montenegro,Bank Transfer,179.98,359.96,9.08,Not Returned,S960,Shannon Russell,North,Q3,Course would seek consider item.
2024-09-28,P9074,Biography,Books,3,412.93,1238.79,907.83,330.96,Wholesale,C76563,Travis Leonard,South Sarah,New Jersey,India,Bank Transfer,0.0,123.88,3.45,Not Returned,S273,Robert Brown,East,Q3,Center official product focus detail.
2024-11-14,P6908,Shoes,Clothing,10,428.23,4282.3,2427.41,1854.89,Online,C63096,James Gutierrez,North Nathan,Hawaii,Liechtenstein,PayPal,642.35,428.23,10.01,Not Returned,S841,Kimberly Joseph,West,Q4,To miss light after.
2024-02-13,P9625,Smartwatch,Electronics,1,331.44,331.44,235.63,95.81,Retail,C73400,Cassandra Kim,Andersonport,North Carolina,Bahamas,Bank Transfer,33.14,33.14,15.24,Not Returned,S642,Carly Lopez,North,Q1,Young capital off tough difference impact management.
2024-02-01,P4020,Headphones,Electronics,5,746.5,3732.5,2487.38,1245.12,Online,C84876,Kelsey Jones,Colemanfurt,Illinois,Burundi,Credit Card,0.0,373.25,6.07,Not Returned,S622,Timothy Whitehead,North,Q1,Read dinner be certainly property.
2024-01-10,P2379,Jeans,Clothing,7,139.76,978.32,693.99,284.33,Wholesale,C89790,Amy Campbell,Port Candaceland,Missouri,Mali,PayPal,0.0,97.83,4.14,Not Returned,S584,Amanda Cummings,North,Q1,Smile boy ask increase.
2024-09-24,P3588,Shoes,Clothing,8,607.28,4858.24,2429.08,2429.16,Online,C50053,Nancy Hodges,South Louisfurt,Texas,Albania,PayPal,0.0,485.82,18.01,Not Returned,S944,Eric Ruiz Jr.,West,Q3,That about executive computer fear.
2024-10-27,P1640,Shoes,Clothing,9,788.02,7092.18,4265.25,2826.93,Wholesale,C85910,Kristin Davis,Lake Suzanne,New Hampshire,Tunisia,PayPal,0.0,709.22,15.54,Not Returned,S208,Bruce Smith,South,Q4,Color southern contain near.
2024-12-25,P7089,Shoes,Clothing,4,80.9,323.6,251.06,72.54,Wholesale,C28855,Christina Ali,Gonzalezland,Maryland,Burkina Faso,Bank Transfer,16.18,32.36,9.41,Not Returned,S461,Lisa Brown,South,Q4,Television money student near then.
